# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

Commonwealth of Kentucky,,,,,,,,,,,,,,,,
"Alison Lundergan Grimes, Secretary of State",,,,,,,,,,,,,,,,
"November 6, 2012",,,,,,,,,,,,,,,,
Official 2012 General Election Results,,,,,,,,,,,,,,,,
For the office of,,,,,,,,,,,,,,,,
President and Vice President of the United States,,,,,,,,,,,,,,,,

"Commonwealth of Kentucky ",,,,,"Alison Lundergan Grimes, Secretary of State ",,,,,,,2012 General Election Results,,,,
,,,,,President and Vice President of the United States,,,,,,,,,,,
,Mitt,Barack,GaryRandall A.,,Jill,Virgil,Ross C.,Richard,Tom,Jerry,Stephen,Louis,Dennis,Barbara,Erin Kent,Keith
,ROMNE,OBAMAJOHNSO,,TERRY,STEIN,GOODE,"""Rocky""DUNCAN",,HOEFLI,WHITE,DURHA,Todd,KNILL,Ann,MAGEE,JUDD
,,,,,,,ANDERS,,,,,HOUSE,,PROKO,,
,Y,,N,,,,,,NG,,M,,,,,
,,Joe,,Missy,Cheri,James,,Ricky,,Phyllis,,,David,,Willia,Dorne
,,,,,,,ON,,,,,,,PICH,,
,,BIDEN,,Reilly,HONK,CLYM,,JOHN,,SCHE,,Suzan,GILDE,,m,SMITH
,Paul,,James,,,,,,Jonath,,Christi,,,,,
,,,,SMITH,ALA,ER,,SON,,RRER,,ne D.,R,,Thoma,
,RYAN,,P.,,,,Luis J.,,an,,na,,,Allen,,
,,,,,,,,,,,,HOUS,,,s,
,,,GRAY,,,,RODRI,,ELLIS,,LOPEZ,,,R.,,
,,,,,,,,,,,,E,,,HARN,
,,,,,,,GUEZ,,,,,,,FARN,,
,,,,,,,,,,,,,,,EY,
,,,,,,,,,,,,,,HAM,,
"Adair ","5,841 ","1,660 ","43 ","33 ","23 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Allen ","5,184 ","1,808 ","59 ","28 ","20 ","1 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Anderson ","6,822 ","3,315 ","97 ","49 ","35 ","2 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Ballard ","2,647 ","1,189 ","23 ","29 ","7 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Barren ","10,922 ","5,400 ","123 ","70 ","50 ","2 ","1 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Bath ","2,275 ","1,770 ","32 ","26 ","19 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Bell ","7,127 ","2,224 ","61 ","47 ","23 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Boone ","35,922 ","15,629 ","669 ","143 ","135 ","10 ","2 ","0 ","1 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Bourbon ","4,692 ","3,075 ","62 ","41 ","39 ","0 ","1 ","13 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Boyd ","10,884 ","7,776 ","183 ","133 ","65 ","7 ","0 ","0 ","1 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Boyle ","7,703 ","4,471 ","113 ","41 ","40 ","0 ","0 ","0 ","5 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Bracken ","2,029 ","1,147 ","24 ","21 ","9 ","2 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Breathitt ","3,318 ","1,562 ","59 ","47 ","22 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Breckinridge ","5,025 ","2,825 ","50 ","42 ","25 ","2 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Bullitt ","21,306 ","9,971 ","307 ","114 ","77 ","3 ","1 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Butler ","3,716 ","1,293 ","30 ","13 ","6 ","2 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Caldwell ","3,904 ","1,852 ","46 ","38 ","20 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Calloway ","9,440 ","5,317 ","186 ","55 ","71 ","0 ","0 ","0 ","3 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Campbell ","24,240 ","15,080 ","547 ","139 ","167 ","2 ","2 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Carlisle ","1,835 ","750 ","11 ","15 ","8 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Carroll ","1,999 ","1,629 ","27 ","11 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Carter ","5,279 ","3,383 ","115 ","84 ","45 ","2 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Casey ","4,904 ","1,086 ","56 ","22 ","23 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Christian ","13,475 ","8,252 ","124 ","58 ","44 ","0 ","0 ","0 ","1 ","0 ","0 ","1 ","0 ","0 ","0 ",0
"Clark ","9,931 ","5,228 ","144 ","61 ","46 ","4 ","0 ","0 ","0 ","1 ","0 ","0 ","1 ","0 ","0 ",0
"Clay ","6,176 ","1,111 ","42 ","34 ","20 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0

"Commonwealth of Kentucky ",,,,,"Alison Lundergan Grimes, Secretary of State ",,,,,,,2012 General Election Results,,,,
,Mitt,Barack,GaryRandall A.,,Jill,Virgil,Ross C.,Richard,Tom,Jerry,Stephen,Louis,Dennis,Barbara,Erin Kent,Keith
,ROMNE,OBAMAJOHNSO,,TERRY,STEIN,GOODE,"""Rocky""DUNCAN",,HOEFLI,WHITE,DURHA,Todd,KNILL,Ann,MAGEE,JUDD
,,,,,,,ANDERS,,,,,HOUSE,,PROKO,,
,Y,,N,,,,,,NG,,M,,,,,
,,Joe,,Missy,Cheri,James,,Ricky,,Phyllis,,,David,,Willia,Dorne
,,,,,,,ON,,,,,,,PICH,,
,,BIDEN,,Reilly,HONK,CLYM,,JOHN,,SCHE,,Suzan,GILDE,,m,SMITH
,Paul,,James,,,,,,Jonath,,Christi,,,,,
,,,,SMITH,ALA,ER,,SON,,RRER,,ne D.,R,,Thoma,
,RYAN,,P.,,,,Luis J.,,an,,na,,,Allen,,
,,,,,,,,,,,,HOUS,,,s,
,,,GRAY,,,,RODRI,,ELLIS,,LOPEZ,,,R.,,
,,,,,,,,,,,,E,,,HARN,
,,,,,,,GUEZ,,,,,,,FARN,,
,,,,,,,,,,,,,,,EY,
,,,,,,,,,,,,,,HAM,,
"Clinton ","3,569 ","752 ","29 ","26 ","17 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Crittenden ","2,839 ","960 ","25 ","14 ","16 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Cumberland ","2,216 ","599 ","28 ","5 ","5 ","0 ","1 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Daviess ","25,092 ","16,208 ","440 ","207 ","132 ","7 ","0 ","0 ","0 ","0 ","1 ","0 ","0 ","0 ","0 ",0
"Edmonson ","3,232 ","1,374 ","30 ","14 ","14 ","2 ","0 ","0 ","2 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Elliott ","1,126 ","1,186 ","35 ","36 ","16 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Estill ","3,749 ","1,356 ","37 ","20 ","22 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Fayette ","60,795 ","62,080 ","1,824 ","321 ","805 ","32 ","6 ","0 ","2 ","1 ","0 ","0 ","0 ","0 ","0 ",0
"Fleming ","3,780 ","1,911 ","34 ","37 ","20 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Floyd ","9,784 ","4,733 ","210 ","117 ","46 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Franklin ","11,345 ","11,535 ","226 ","117 ","114 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Fulton ","1,425 ","1,022 ","17 ","5 ","12 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Gallatin ","1,758 ","1,238 ","27 ","22 ","15 ","0 ","1 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Garrard ","5,310 ","1,661 ","66 ","26 ","14 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Grant ","5,664 ","2,810 ","64 ","40 ","28 ","0 ","1 ","0 ","1 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Graves ","10,699 ","4,547 ","121 ","87 ","39 ","9 ","0 ","0 ","1 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Grayson ","6,404 ","2,744 ","58 ","40 ","23 ","2 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Green ","3,634 ","1,165 ","25 ","14 ","18 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Greenup ","8,855 ","6,027 ","115 ","110 ","52 ","5 ","3 ","0 ","1 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Hancock ","2,212 ","1,833 ","44 ","31 ","13 ","1 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Hardin ","23,357 ","15,214 ","339 ","163 ","139 ","5 ","1 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Harlan ","8,652 ","1,830 ","81 ","64 ","30 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Harrison ","4,556 ","2,471 ","58 ","44 ","34 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Hart ","4,257 ","2,283 ","40 ","26 ","16 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Henderson ","10,296 ","8,091 ","119 ","59 ","49 ","6 ","2 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Henry ","3,940 ","2,530 ","56 ","27 ","32 ","5 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Hickman ","1,431 ","686 ","7 ","13 ","2 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Hopkins ","13,681 ","5,789 ","167 ","69 ","59 ","2 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
"Jackson ","4,365 ","612 ","48 ","21 ","15 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ","0 ",0
